Station,Date,Time,Wind Spd (mph),Temp (°F),RH (%),Solar Rad (W/m2),Pressure (mb)
Stanford Met Tower,3/29/25,0100,3.4,43.8,95,0,1022.2
Stanford Met Tower,3/29/25,0045,3.9,44,95,0,1022.2
Stanford Met Tower,3/29/25,0030,4.7,44.4,97,0,1022.2
Stanford Met Tower,3/29/25,0015,3.2,43.5,96,0,1022.2
Stanford Met Tower,3/29/25,0000,1.6,44.3,95,0,1022.3
Stanford Met Tower,3/28/25,2345,1.2,44.8,95,0,1022.2
Stanford Met Tower,3/28/25,2330,1.9,44.5,94,0,1021.9
Stanford Met Tower,3/28/25,2315,0.8,45.3,92,0,1021.9
Stanford Met Tower,3/28/25,2300,2.2,46.2,91,0,1021.9
Stanford Met Tower,3/28/25,2245,2.6,46.9,90,0,1021.7
Stanford Met Tower,3/28/25,2230,2.5,48,86,0,1021.9
Stanford Met Tower,3/28/25,2215,4.2,49.3,86,0,1022.1
Stanford Met Tower,3/28/25,2200,3.9,48.4,89,0,1022.1
Stanford Met Tower,3/28/25,2145,2.6,48.3,89,0,1022
Stanford Met Tower,3/28/25,2130,2,48.4,88,0,1021.9
Stanford Met Tower,3/28/25,2115,1.5,47.9,88,0,1021.9
Stanford Met Tower,3/28/25,2100,1.5,48.3,87,0,1021.8
Stanford Met Tower,3/28/25,2045,0.7,49.2,84,0,1021.7
Stanford Met Tower,3/28/25,2030,0.8,49.8,82,0,1021.5
Stanford Met Tower,3/28/25,2015,1.9,51.9,79,0,1021.3
Stanford Met Tower,3/28/25,2000,1.9,51.5,78,0,1021.1
Stanford Met Tower,3/28/25,1945,2.7,52.6,74,1,1021
Stanford Met Tower,3/28/25,1930,3.6,53.6,71,7,1020.9
Stanford Met Tower,3/28/25,1915,5.4,53.7,71,24,1020.8
Stanford Met Tower,3/28/25,1900,7.4,54.4,69,53,1020.8
Stanford Met Tower,3/28/25,1845,8.6,55,67,102,1020.9
Stanford Met Tower,3/28/25,1830,8.2,55.6,66,141,1020.8
Stanford Met Tower,3/28/25,1815,8.9,56.4,64,215,1020.7
Stanford Met Tower,3/28/25,1800,8.4,56.8,65,192,1020.7
Stanford Met Tower,3/28/25,1745,5.3,56.9,65,150,1020.7
Stanford Met Tower,3/28/25,1730,3.2,56.8,68,144,1020.7
Stanford Met Tower,3/28/25,1715,5.1,56.5,70,162,1020.8
Stanford Met Tower,3/28/25,1700,10.1,55.7,71,113,1020.9
Stanford Met Tower,3/28/25,1645,10.5,56.6,64,184,1020.7
Stanford Met Tower,3/28/25,1630,10.5,58.1,60,206,1020.5
Stanford Met Tower,3/28/25,1615,9.1,58.8,58,332,1020.5
Stanford Met Tower,3/28/25,1600,10.1,59.4,57,352,1020.4
Stanford Met Tower,3/28/25,1545,9.4,59.7,53,345,1020.5
Stanford Met Tower,3/28/25,1530,8.3,60.2,52,733,1020.3
Stanford Met Tower,3/28/25,1515,9.1,61.1,49,789,1020.2
Stanford Met Tower,3/28/25,1500,9.8,61,53,842,1020.3
Stanford Met Tower,3/28/25,1445,9.4,60.5,50,891,1020.3
Stanford Met Tower,3/28/25,1430,10.3,60.9,54,932,1020.5
Stanford Met Tower,3/28/25,1415,9.6,59,55,487,1020.9
Stanford Met Tower,3/28/25,1400,9,59,55,380,1020.9
Stanford Met Tower,3/28/25,1345,9.1,59.4,55,499,1020.7
Stanford Met Tower,3/28/25,1330,8.7,60,56,625,1020.8
Stanford Met Tower,3/28/25,1315,8.2,59.7,58,488,1020.9
Stanford Met Tower,3/28/25,1300,8.5,60,59,449,1020.9
Stanford Met Tower,3/28/25,1245,7.7,60.2,58,486,1020.7
Stanford Met Tower,3/28/25,1230,8,59.5,63,458,1020.7
Stanford Met Tower,3/28/25,1215,6.9,58.9,62,447,1020.7
Stanford Met Tower,3/28/25,1200,6.2,59.5,67,792,1020.8
Stanford Met Tower,3/28/25,1145,8.3,58.5,69,482,1021
Stanford Met Tower,3/28/25,1130,8.4,58,69,496,1021
Stanford Met Tower,3/28/25,1115,9.8,58.5,67,770,1021
Stanford Met Tower,3/28/25,1100,9.5,58.9,66,666,1021.2
Stanford Met Tower,3/28/25,1045,7.5,58,67,604,1021.1
Stanford Met Tower,3/28/25,1030,7.7,57.6,72,593,1021.2
Stanford Met Tower,3/28/25,1015,4.9,56.4,83,190,1021.2
Stanford Met Tower,3/28/25,1000,2.7,55.7,84,305,1021.2
Stanford Met Tower,3/28/25,0945,2.6,55.8,91,290,1021.2
Stanford Met Tower,3/28/25,0930,4.4,54.6,90,189,1021.1
Stanford Met Tower,3/28/25,0915,3.5,54.4,91,164,1021
Stanford Met Tower,3/28/25,0900,3.7,54.6,92,137,1020.8
Stanford Met Tower,3/28/25,0845,1.4,54.7,92,127,1020.9
Stanford Met Tower,3/28/25,0830,0.6,53.8,94,105,1020.7
Stanford Met Tower,3/28/25,0815,1.3,53.7,96,120,1020.6
Stanford Met Tower,3/28/25,0800,1.3,53.6,97,95,1020.4
Stanford Met Tower,3/28/25,0745,1.6,53.1,97,52,1020.3
Stanford Met Tower,3/28/25,0730,0.7,52.9,97,19,1020.2
Stanford Met Tower,3/28/25,0715,1.1,52.5,97,4,1020.1
Stanford Met Tower,3/28/25,0700,1.3,52.4,96,1,1019.9
Stanford Met Tower,3/28/25,0645,1.5,52.5,96,0,1019.8
Stanford Met Tower,3/28/25,0630,0.1,52.6,95,0,1020
Stanford Met Tower,3/28/25,0615,0.5,52.6,94,0,1019.8
Stanford Met Tower,3/28/25,0600,1.1,53,92,0,1019.9
Stanford Met Tower,3/28/25,0545,1,53,92,0,1019.8
Stanford Met Tower,3/28/25,0530,0.8,53.1,91,0,1019.8
Stanford Met Tower,3/28/25,0515,3.2,53.7,90,0,1019.6
Stanford Met Tower,3/28/25,0500,3.9,53.9,88,0,1019.5
Stanford Met Tower,3/28/25,0445,4.6,54.3,86,0,1019.5
Stanford Met Tower,3/28/25,0430,4.2,54.3,86,0,1019.4
Stanford Met Tower,3/28/25,0415,5.2,54.5,84,0,1019.5
Stanford Met Tower,3/28/25,0400,4.9,54.4,84,0,1019.6
Stanford Met Tower,3/28/25,0345,5.3,54.4,84,0,1019.6
Stanford Met Tower,3/28/25,0330,4.9,54.5,84,0,1019.7
Stanford Met Tower,3/28/25,0315,5,54.2,86,0,1019.8
Stanford Met Tower,3/28/25,0300,5.3,53.9,86,0,1019.9
Stanford Met Tower,3/28/25,0245,5.7,54.2,85,0,1019.8
Stanford Met Tower,3/28/25,0230,5.6,54.4,85,0,1019.8
Stanford Met Tower,3/28/25,0215,6.2,54.9,85,0,1019.9
Stanford Met Tower,3/28/25,0200,5,54.8,87,0,1020.1
Stanford Met Tower,3/28/25,0145,1.7,54,90,0,1020.3
Stanford Met Tower,3/28/25,0130,2.1,53.9,90,0,1020.3
Stanford Met Tower,3/28/25,0115,1.7,53.1,90,0,1020.4
Stanford Met Tower,3/28/25,0100,1.6,53.8,89,0,1020.3
Stanford Met Tower,3/28/25,0045,4.5,54.1,86,0,1020.3
Stanford Met Tower,3/28/25,0030,6.2,54.5,86,0,1020.3
Stanford Met Tower,3/28/25,0015,6.1,54.4,88,0,1020.4
Stanford Met Tower,3/28/25,0000,4.2,53.5,91,0,1020.7
Stanford Met Tower,3/27/25,2345,3.7,53,88,0,1020.7
Stanford Met Tower,3/27/25,2330,4.3,53.7,87,0,1020.8
Stanford Met Tower,3/27/25,2315,2.9,53.6,88,0,1020.6
Stanford Met Tower,3/27/25,2300,4,53.9,87,0,1020.5
Stanford Met Tower,3/27/25,2245,3.9,53.9,85,0,1020.4
Stanford Met Tower,3/27/25,2230,3.8,55.4,81,0,1020.4
Stanford Met Tower,3/27/25,2215,2.5,55.1,80,0,1020.5
Stanford Met Tower,3/27/25,2200,3,55.2,79,0,1020.5
Stanford Met Tower,3/27/25,2145,6.3,55.8,77,0,1020.5
Stanford Met Tower,3/27/25,2130,5.4,54.8,80,0,1020.5
Stanford Met Tower,3/27/25,2115,2.5,53.7,84,0,1020.4
Stanford Met Tower,3/27/25,2100,4.2,54.8,81,0,1020.2
Stanford Met Tower,3/27/25,2045,5.2,54.6,80,0,1020
Stanford Met Tower,3/27/25,2030,3.6,54.5,82,0,1019.9
Stanford Met Tower,3/27/25,2015,4.4,54.8,80,0,1019.7
Stanford Met Tower,3/27/25,2000,2,55.2,79,0,1019.5
Stanford Met Tower,3/27/25,1945,2.6,55.5,77,1,1019.2
Stanford Met Tower,3/27/25,1930,2.8,56.1,76,6,1019
Stanford Met Tower,3/27/25,1915,2.8,56.6,76,15,1018.8
Stanford Met Tower,3/27/25,1900,5.2,57.8,74,28,1018.8
Stanford Met Tower,3/27/25,1845,5.7,58.4,72,35,1018.6
Stanford Met Tower,3/27/25,1830,7.7,59,70,79,1018.4
Stanford Met Tower,3/27/25,1815,7.1,60,67,127,1018.4
Stanford Met Tower,3/27/25,1800,8.5,59.4,67,107,1018.4
Stanford Met Tower,3/27/25,1745,8.4,60.9,64,329,1018
Stanford Met Tower,3/27/25,1730,9.2,60.1,65,138,1018
Stanford Met Tower,3/27/25,1715,7,60.5,65,194,1018
Stanford Met Tower,3/27/25,1700,7.6,60.9,65,346,1018.2
Stanford Met Tower,3/27/25,1645,9.7,60.3,67,205,1018.4
Stanford Met Tower,3/27/25,1630,9.8,60.8,68,286,1018.5
Stanford Met Tower,3/27/25,1615,6.5,60.9,68,332,1018.6
Stanford Met Tower,3/27/25,1600,7.4,60.1,74,425,1018.9
Stanford Met Tower,3/27/25,1545,8.2,58.3,81,186,1019.1
Stanford Met Tower,3/27/25,1530,7,60,70,143,1019
Stanford Met Tower,3/27/25,1515,6.8,60.1,74,166,1019.1
Stanford Met Tower,3/27/25,1500,8.8,60.9,70,196,1018.9
Stanford Met Tower,3/27/25,1445,7.6,62.1,71,391,1018.7
Stanford Met Tower,3/27/25,1430,6.7,62.8,73,770,1019
Stanford Met Tower,3/27/25,1415,7,62.8,74,908,1019.4
Stanford Met Tower,3/27/25,1400,7.7,59.9,86,371,1019.7
Stanford Met Tower,3/27/25,1345,7.8,59,83,290,1019.6
Stanford Met Tower,3/27/25,1330,7.4,59.2,84,238,1019.7
Stanford Met Tower,3/27/25,1315,8.6,60.8,76,261,1019.6
Stanford Met Tower,3/27/25,1300,9.6,61.2,74,225,1019.6
Stanford Met Tower,3/27/25,1245,8,62.3,71,418,1019.4
Stanford Met Tower,3/27/25,1230,7.4,62.5,76,432,1019.6
Stanford Met Tower,3/27/25,1215,7.6,60.8,81,329,1019.5
Stanford Met Tower,3/27/25,1200,7.3,59.6,82,200,1019.8
Stanford Met Tower,3/27/25,1145,6.3,60.8,76,125,1019.6
Stanford Met Tower,3/27/25,1130,8.1,62.8,67,225,1019.3
Stanford Met Tower,3/27/25,1115,6.7,62.8,68,258,1019.4
Stanford Met Tower,3/27/25,1100,6.9,62.4,68,285,1019.1
Stanford Met Tower,3/27/25,1045,5.7,62.9,70,292,1019
Stanford Met Tower,3/27/25,1030,7,61.8,71,243,1019
Stanford Met Tower,3/27/25,1015,6.6,61.5,71,210,1018.9
Stanford Met Tower,3/27/25,1000,6.1,60.8,73,151,1019
Stanford Met Tower,3/27/25,0945,6.4,60.4,73,154,1018.8
Stanford Met Tower,3/27/25,0930,5.3,60.3,74,167,1018.9
Stanford Met Tower,3/27/25,0915,4.9,60.4,73,181,1019
Stanford Met Tower,3/27/25,0900,6.7,60.6,74,232,1019.1
Stanford Met Tower,3/27/25,0845,5.3,60.7,75,337,1019.2
Stanford Met Tower,3/27/25,0830,5.5,59,78,125,1019.3
Stanford Met Tower,3/27/25,0815,5.5,58.5,79,68,1019.3
Stanford Met Tower,3/27/25,0800,5.1,58.1,80,49,1019.2
Stanford Met Tower,3/27/25,0745,5.1,57.3,82,32,1019.1
Stanford Met Tower,3/27/25,0730,6.9,56.8,83,18,1019.2
Stanford Met Tower,3/27/25,0715,7.8,56.8,84,6,1019
Stanford Met Tower,3/27/25,0700,7,56.5,88,1,1019
Stanford Met Tower,3/27/25,0645,5,55.6,91,0,1018.8
Stanford Met Tower,3/27/25,0630,7.4,55.7,91,0,1018.8
Stanford Met Tower,3/27/25,0615,7.8,56.1,90,0,1019
Stanford Met Tower,3/27/25,0600,5.1,57.4,83,0,1018.9
Stanford Met Tower,3/27/25,0545,2.4,56.5,84,0,1018.8
Stanford Met Tower,3/27/25,0530,0.7,56.4,84,0,1019.1
Stanford Met Tower,3/27/25,0515,0.9,56.6,84,0,1019
Stanford Met Tower,3/27/25,0500,1.1,56.8,86,0,1019
Stanford Met Tower,3/27/25,0445,1.5,57,86,0,1018.9
Stanford Met Tower,3/27/25,0430,3.8,57.2,86,0,1018.9
Stanford Met Tower,3/27/25,0415,4.9,57.2,84,0,1018.8
Stanford Met Tower,3/27/25,0400,8.3,56.5,89,0,1018.8
Stanford Met Tower,3/27/25,0345,8.4,56.9,89,0,1018.8
Stanford Met Tower,3/27/25,0330,6.9,57.8,84,0,1019
Stanford Met Tower,3/27/25,0315,7.2,58.1,83,0,1018.9
Stanford Met Tower,3/27/25,0300,6.2,58.2,82,0,1019
Stanford Met Tower,3/27/25,0245,5.1,58.3,82,0,1019.1
Stanford Met Tower,3/27/25,0230,6.1,58.1,82,0,1019.1
Stanford Met Tower,3/27/25,0215,5.9,58.3,82,0,1019.2
Stanford Met Tower,3/27/25,0200,6.3,58.2,81,0,1019.2
Stanford Met Tower,3/27/25,0145,4.9,57.9,82,0,1019.1
Stanford Met Tower,3/27/25,0130,6.9,58.2,81,0,1019
Stanford Met Tower,3/27/25,0115,7.7,58.2,80,0,1018.9
Stanford Met Tower,3/27/25,0100,7.2,58.4,80,0,1019
Stanford Met Tower,3/27/25,0045,4,58.1,81,0,1019.1
Stanford Met Tower,3/27/25,0030,2.7,58.1,80,0,1018.9
Stanford Met Tower,3/27/25,0015,4.7,58.4,79,0,1019
Stanford Met Tower,3/27/25,0000,3,57.5,84,0,1019
Stanford Met Tower,3/26/25,2345,1.5,57.2,85,0,1019
Stanford Met Tower,3/26/25,2330,1.1,57.6,83,0,1019
Stanford Met Tower,3/26/25,2315,2.2,57.8,82,0,1019
Stanford Met Tower,3/26/25,2300,1.6,57.5,84,0,1019.1
Stanford Met Tower,3/26/25,2245,2.7,58,82,0,1019
Stanford Met Tower,3/26/25,2230,1.9,58.1,80,0,1018.9
Stanford Met Tower,3/26/25,2215,5.9,58.4,80,0,1018.8
Stanford Met Tower,3/26/25,2200,5.5,58.5,80,0,1019.1
Stanford Met Tower,3/26/25,2145,3.6,58,81,0,1018.9
Stanford Met Tower,3/26/25,2130,4.3,57.8,80,0,1018.9
Stanford Met Tower,3/26/25,2115,4.6,58.2,80,0,1018.7
Stanford Met Tower,3/26/25,2100,4.4,58.3,79,0,1018.8
Stanford Met Tower,3/26/25,2045,5.2,58.5,77,0,1018.6
Stanford Met Tower,3/26/25,2030,5,58.5,77,0,1018.5
Stanford Met Tower,3/26/25,2015,4.5,58.6,77,0,1018.3
Stanford Met Tower,3/26/25,2000,4.6,58.3,78,0,1018.3
Stanford Met Tower,3/26/25,1945,5.9,58.3,78,0,1018.3
Stanford Met Tower,3/26/25,1930,7.8,59,76,2,1018.1
Stanford Met Tower,3/26/25,1915,7.8,59,76,5,1018.4
Stanford Met Tower,3/26/25,1900,7.3,59.4,75,12,1018.5
Stanford Met Tower,3/26/25,1845,8,59.4,75,38,1018.4
Stanford Met Tower,3/26/25,1830,7,60.1,73,113,1018.4
Stanford Met Tower,3/26/25,1815,7.3,59.8,75,61,1018.5
Stanford Met Tower,3/26/25,1800,7.7,59.8,74,63,1018.5
Stanford Met Tower,3/26/25,1745,9.4,60.2,73,132,1018.6
Stanford Met Tower,3/26/25,1730,7.5,60.1,73,115,1018.4
Stanford Met Tower,3/26/25,1715,7.5,60.2,73,127,1018.4
Stanford Met Tower,3/26/25,1700,9.6,60.4,70,144,1018.1
Stanford Met Tower,3/26/25,1645,9.9,60.8,70,140,1018.1
Stanford Met Tower,3/26/25,1630,11.4,60.6,71,126,1018.1
Stanford Met Tower,3/26/25,1615,9.2,60.9,71,139,1018.1
Stanford Met Tower,3/26/25,1600,8.3,61.9,69,232,1017.9
Stanford Met Tower,3/26/25,1545,7.1,61.8,70,194,1017.8
Stanford Met Tower,3/26/25,1530,8.4,62.5,67,237,1017.9
Stanford Met Tower,3/26/25,1515,8.7,62.1,68,238,1017.7
Stanford Met Tower,3/26/25,1500,9.6,62.3,67,213,1017.1
Stanford Met Tower,3/26/25,1445,9,63.4,65,925,1017.1
Stanford Met Tower,3/26/25,1430,8.8,63.7,65,844,1017.2
Stanford Met Tower,3/26/25,1415,9.5,64,67,888,1017.2
Stanford Met Tower,3/26/25,1400,10.4,63.8,68,766,1016.9
Stanford Met Tower,3/26/25,1345,11.5,63.4,67,907,1017.2
Stanford Met Tower,3/26/25,1330,10.6,64.1,67,883,1017.2
Stanford Met Tower,3/26/25,1315,12.3,62.2,68,874,1017.1
Stanford Met Tower,3/26/25,1300,11.7,63.4,67,870,1017.2
Stanford Met Tower,3/26/25,1245,13.5,61.2,71,860,1017.4
Stanford Met Tower,3/26/25,1230,11.8,61.6,70,853,1017.5
Stanford Met Tower,3/26/25,1215,13.5,61.4,71,836,1017.2
Stanford Met Tower,3/26/25,1200,13.2,61.5,70,813,1017.3
Stanford Met Tower,3/26/25,1145,12.1,62,70,788,1017.1
Stanford Met Tower,3/26/25,1130,10.4,62,69,770,1017.3
Stanford Met Tower,3/26/25,1115,8.7,62.1,70,744,1017.4
Stanford Met Tower,3/26/25,1100,9,61.7,71,766,1017.3
Stanford Met Tower,3/26/25,1045,6.8,62.2,75,438,1017.6
Stanford Met Tower,3/26/25,1030,11.3,61.5,72,514,1017.5
Stanford Met Tower,3/26/25,1015,6.2,60.9,71,453,1017.1
Stanford Met Tower,3/26/25,1000,2.3,61.4,76,443,1016.8
Stanford Met Tower,3/26/25,0945,3,61.2,73,496,1016.8
Stanford Met Tower,3/26/25,0930,4.1,61.7,73,439,1016.8
Stanford Met Tower,3/26/25,0915,6.2,60.8,77,393,1016.6
Stanford Met Tower,3/26/25,0900,3.9,59.5,75,322,1016.3
Stanford Met Tower,3/26/25,0845,2.5,57.6,80,270,1016.8
Stanford Met Tower,3/26/25,0830,3.4,55.4,94,165,1017.2
Stanford Met Tower,3/26/25,0815,1.4,54.8,99,65,1016.8
Stanford Met Tower,3/26/25,0800,1.7,54.5,99,29,1016.8
Stanford Met Tower,3/26/25,0745,3.7,54.1,100,21,1017.1
Stanford Met Tower,3/26/25,0730,1.1,53.7,98,13,1016.7
Stanford Met Tower,3/26/25,0715,1.5,54.2,99,6,1016.4
Stanford Met Tower,3/26/25,0700,1.1,54.2,99,1,1016.4
Stanford Met Tower,3/26/25,0645,0.9,54.1,97,0,1016.3
Stanford Met Tower,3/26/25,0630,1.1,54.9,97,0,1016
Stanford Met Tower,3/26/25,0615,1.4,55.5,96,0,1016.1
Stanford Met Tower,3/26/25,0600,2.6,56.1,97,0,1015.9
Stanford Met Tower,3/26/25,0545,0.6,55.9,97,0,1015.9
Stanford Met Tower,3/26/25,0530,1,55.9,97,0,1015.9
Stanford Met Tower,3/26/25,0515,3.6,55.9,98,0,1015.7
Stanford Met Tower,3/26/25,0500,1.8,55.1,97,0,1015.7
Stanford Met Tower,3/26/25,0445,2.8,55.5,97,0,1015.7
Stanford Met Tower,3/26/25,0430,2.2,55.2,97,0,1015.8
Stanford Met Tower,3/26/25,0415,2.6,55.4,97,0,1015.6
Stanford Met Tower,3/26/25,0400,1.4,55.7,96,0,1015.3
Stanford Met Tower,3/26/25,0345,0.8,55.8,96,0,1015.4
Stanford Met Tower,3/26/25,0330,1.2,55.9,96,0,1015.4
Stanford Met Tower,3/26/25,0315,1.8,55.9,96,0,1015.4
Stanford Met Tower,3/26/25,0300,1.9,55.9,96,0,1015.5
Stanford Met Tower,3/26/25,0245,1.3,56.1,95,0,1015.5
Stanford Met Tower,3/26/25,0230,2.1,56.1,95,0,1015.5
Stanford Met Tower,3/26/25,0215,2.6,56.1,96,0,1015.6
Stanford Met Tower,3/26/25,0200,2.2,56.1,96,0,1015.6
Stanford Met Tower,3/26/25,0145,3.3,55.8,96,0,1015.5
Stanford Met Tower,3/26/25,0130,3.6,56.1,95,0,1015.4
Stanford Met Tower,3/26/25,0115,3,56.4,94,0,1015.5
Stanford Met Tower,3/26/25,0100,2.5,56.9,93,0,1015.4
Stanford Met Tower,3/26/25,0045,3.6,57.2,92,0,1015.6
Stanford Met Tower,3/26/25,0030,3.2,57.8,91,0,1015.5
Stanford Met Tower,3/26/25,0015,2.7,58.2,90,0,1015.4
Stanford Met Tower,3/26/25,0000,2.5,58.7,89,0,1015.4
Stanford Met Tower,3/25/25,2345,4.6,59.2,88,0,1015.3
Stanford Met Tower,3/25/25,2330,4.1,60.3,86,0,1015.2
Stanford Met Tower,3/25/25,2315,4,61.1,83,0,1015
Stanford Met Tower,3/25/25,2300,3.9,61.8,80,0,1014.9
Stanford Met Tower,3/25/25,2245,3.9,62.8,78,0,1014.8
Stanford Met Tower,3/25/25,2230,2.2,64.1,75,0,1014.8
Stanford Met Tower,3/25/25,2215,3.5,64.4,77,0,1014.7
Stanford Met Tower,3/25/25,2200,2.3,62.6,85,0,1014.6
Stanford Met Tower,3/25/25,2145,2.8,63.7,84,0,1014.4
Stanford Met Tower,3/25/25,2130,3.6,65.2,79,0,1014.4
Stanford Met Tower,3/25/25,2115,0.5,64.3,82,0,1014.2
Stanford Met Tower,3/25/25,2100,1.4,65.1,80,0,1014
Stanford Met Tower,3/25/25,2045,2.8,65.8,79,0,1013.8
Stanford Met Tower,3/25/25,2030,2.4,67.5,74,0,1013.6
Stanford Met Tower,3/25/25,2015,0,68.2,73,0,1013.5
Stanford Met Tower,3/25/25,2000,1.4,70.1,68,0,1013.3
Stanford Met Tower,3/25/25,1945,2,72.1,63,1,1013.1
Stanford Met Tower,3/25/25,1930,3.3,73.7,59,9,1013
Stanford Met Tower,3/25/25,1915,2.9,76.3,54,36,1012.8
Stanford Met Tower,3/25/25,1900,3.3,77.4,52,70,1012.7
Stanford Met Tower,3/25/25,1845,4.9,79.4,49,143,1012.7
Stanford Met Tower,3/25/25,1830,5.4,80.3,47,174,1012.6
Stanford Met Tower,3/25/25,1815,3.8,81.2,44,162,1012.6
Stanford Met Tower,3/25/25,1800,5.5,81.9,42,250,1012.6
Stanford Met Tower,3/25/25,1745,5.3,81.7,44,269,1012.5
Stanford Met Tower,3/25/25,1730,6.3,82.1,42,256,1012.4
Stanford Met Tower,3/25/25,1715,5.6,82.4,43,363,1012.5
Stanford Met Tower,3/25/25,1700,7.3,82.5,44,442,1012.5
Stanford Met Tower,3/25/25,1645,6.8,82.9,43,409,1012.4
Stanford Met Tower,3/25/25,1630,7.3,83.1,43,536,1012.5
Stanford Met Tower,3/25/25,1615,7.2,84.1,42,597,1012.4
Stanford Met Tower,3/25/25,1600,5.1,84.4,39,659,1012.5
Stanford Met Tower,3/25/25,1545,6.3,84.2,41,664,1012.5
Stanford Met Tower,3/25/25,1530,6.6,84.5,40,661,1012.5
Stanford Met Tower,3/25/25,1515,7.1,84.1,39,688,1012.5
Stanford Met Tower,3/25/25,1500,8.5,83.5,42,767,1012.3
Stanford Met Tower,3/25/25,1445,7.3,82.9,43,832,1012.4
Stanford Met Tower,3/25/25,1430,6.2,82.3,45,801,1012.4
Stanford Met Tower,3/25/25,1415,5.5,82.3,45,794,1012.6
Stanford Met Tower,3/25/25,1400,5.3,81.7,45,823,1012.7
Stanford Met Tower,3/25/25,1345,4.8,81,45,873,1012.9
Stanford Met Tower,3/25/25,1330,4.5,81,47,849,1013.2
Stanford Met Tower,3/25/25,1315,4.3,80.5,46,873,1013.5
Stanford Met Tower,3/25/25,1300,4.5,79.8,54,846,1013.7
Stanford Met Tower,3/25/25,1245,3.2,81,48,853,1013.9
Stanford Met Tower,3/25/25,1230,3.4,79.8,53,808,1014.1
Stanford Met Tower,3/25/25,1215,2.1,79.1,54,812,1014.2
Stanford Met Tower,3/25/25,1200,1.8,77.5,54,804,1014.4
Stanford Met Tower,3/25/25,1145,2.1,77,54,781,1014.6
Stanford Met Tower,3/25/25,1130,2.2,77.5,54,736,1014.9
Stanford Met Tower,3/25/25,1115,1.4,75.4,56,715,1015.2
Stanford Met Tower,3/25/25,1100,1.6,75.4,55,682,1015.5
Stanford Met Tower,3/25/25,1045,1.4,73.8,62,644,1015.8
Stanford Met Tower,3/25/25,1030,1.7,72,63,603,1016.1
Stanford Met Tower,3/25/25,1015,1.9,70.3,66,559,1016.4
Stanford Met Tower,3/25/25,1000,1.2,69.7,67,514,1016.7
Stanford Met Tower,3/25/25,0945,1.9,68.2,70,466,1016.9
Stanford Met Tower,3/25/25,0930,1,67.6,69,417,1017.2
Stanford Met Tower,3/25/25,0915,0.3,66.1,73,365,1017.3
Stanford Met Tower,3/25/25,0900,0.3,63,80,313,1017.4
Stanford Met Tower,3/25/25,0845,1.4,60,84,261,1017.6
Stanford Met Tower,3/25/25,0830,2.1,57.8,88,152,1017.7
Stanford Met Tower,3/25/25,0815,2.2,56.2,91,71,1017.7
Stanford Met Tower,3/25/25,0800,2.7,54.2,94,91,1017.8
Stanford Met Tower,3/25/25,0745,4.1,52.5,97,65,1017.9
Stanford Met Tower,3/25/25,0730,5,51.6,97,26,1017.8
Stanford Met Tower,3/25/25,0715,4,51.2,98,7,1017.8
Stanford Met Tower,3/25/25,0700,4.7,51.1,97,1,1017.7
Stanford Met Tower,3/25/25,0645,3.8,51.1,97,0,1017.6
Stanford Met Tower,3/25/25,0630,4.7,51.7,98,0,1017.6
Stanford Met Tower,3/25/25,0615,4.3,51.5,97,0,1017.6
Stanford Met Tower,3/25/25,0600,4.1,52.3,97,0,1017.6
Stanford Met Tower,3/25/25,0545,4,51.8,96,0,1017.5
Stanford Met Tower,3/25/25,0530,4.6,52.5,95,0,1017.5
Stanford Met Tower,3/25/25,0515,6,53.5,94,0,1017.5
Stanford Met Tower,3/25/25,0500,5.6,53.7,94,0,1017.5
Stanford Met Tower,3/25/25,0445,6.6,54,94,0,1017.6
Stanford Met Tower,3/25/25,0430,5.2,54.2,95,0,1017.6
Stanford Met Tower,3/25/25,0415,4.3,53.7,96,0,1017.5
Stanford Met Tower,3/25/25,0400,5.4,53.8,95,0,1017.5
Stanford Met Tower,3/25/25,0345,5.9,54.4,94,0,1017.6
Stanford Met Tower,3/25/25,0330,5.8,54.5,95,0,1017.8
Stanford Met Tower,3/25/25,0315,5.8,54.2,96,0,1017.9
Stanford Met Tower,3/25/25,0300,4.6,53.4,96,0,1018.1
Stanford Met Tower,3/25/25,0245,3.8,53.6,94,0,1018.3
Stanford Met Tower,3/25/25,0230,4.5,53.8,94,0,1018.4
Stanford Met Tower,3/25/25,0215,5.9,55.4,91,0,1018.5
Stanford Met Tower,3/25/25,0200,3.2,56,93,0,1018.6
Stanford Met Tower,3/25/25,0145,3.8,55.8,91,0,1018.6
Stanford Met Tower,3/25/25,0130,5.1,56.3,90,0,1018.7
Stanford Met Tower,3/25/25,0115,4.8,57,89,0,1018.7
Stanford Met Tower,3/25/25,0100,4.3,57.5,89,0,1018.7
Stanford Met Tower,3/25/25,0045,5.7,57.5,88,0,1018.8
Stanford Met Tower,3/25/25,0030,5,58.2,88,0,1018.8
Stanford Met Tower,3/25/25,0015,5.4,58.2,88,0,1018.8
Stanford Met Tower,3/25/25,0000,4.1,58.1,88,0,1018.8
Stanford Met Tower,3/24/25,2345,3.9,58.3,88,0,1018.9
Stanford Met Tower,3/24/25,2330,4.1,59.1,87,0,1018.9
Stanford Met Tower,3/24/25,2315,3.6,59.8,85,0,1019
Stanford Met Tower,3/24/25,2300,4.2,60.5,84,0,1019
